level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,state,party_x,total_senate_years,total_house_years,total_years,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,start,day_30,day_30_stock_perc_diff,day_60,day_60_stock_perc_diff,day_90,day_90_stock_perc_diff,day_180,day_180_stock_perc_diff,sp_start,sp_30,sp_30_sp_perc_diff,sp_60,sp_60_sp_perc_diff,sp_90,sp_90_sp_perc_diff,sp_180,sp_180_sp_perc_diff
6685,2019-09-25,DIS,The Walt Disney Company,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,133.08999633789062,130.25999450683594,-0.021,148.2899932861328,0.114,145.75,0.095,85.9800033569336,-0.354,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6686,2019-09-25,VZ,Verizon Communications Inc.,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,60.27000045776367,60.58000183105469,0.005,59.75,-0.009,61.52999877929688,0.021,51.79999923706055,-0.141,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6687,2019-09-25,TXN,Texas Instruments Incorporated,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,127.73999786376952,118.41000366210938,-0.073,117.01000213623048,-0.084,128.57000732421878,0.006,97.5999984741211,-0.236,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6688,2019-09-25,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,sale_full,"$15,001 - $50,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,108.91999816894531,108.75,-0.002,107.91999816894531,-0.009,109.5500030517578,0.006,86.13999938964844,-0.209,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6689,2019-09-25,OXY,Occidental Petroleum Corporation,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,45.33000183105469,42.290000915527344,-0.067,39.58000183105469,-0.127,40.15999984741211,-0.114,10.229999542236328,-0.774,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6690,2019-09-25,MPC,Marathon Petroleum Corporation,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,60.1500015258789,66.34999847412111,0.103,62.36000061035156,0.037,60.38000106811523,0.004,18.950000762939453,-0.685,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6691,2019-09-25,JNJ,Johnson &amp; Johnson,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,130.99000549316406,127.5,-0.027,138.07000732421878,0.054,145.75,0.113,119.88999938964844,-0.085,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6692,2019-09-25,INTC,Intel Corporation,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,51.02000045776367,52.22999954223633,0.024,57.61000061035156,0.129,60.08000183105469,0.178,45.83000183105469,-0.102,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6693,2019-09-25,GILD,"Gilead Sciences, Inc.",purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,64.19999694824219,66.0,0.028,65.26000213623047,0.017,65.94999694824219,0.027,73.26000213623047,0.141,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6694,2019-09-25,GIS,"General Mills, Inc.",sale_full,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,54.16999816894531,51.11000061035156,-0.056,52.68999862670898,-0.027,53.18999862670898,-0.018,53.36999893188477,-0.015,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6695,2019-09-25,XOM,Exxon Mobil Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,71.3499984741211,69.08999633789061,-0.032,69.37000274658203,-0.028,69.88999938964844,-0.02,32.740001678466804,-0.541,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6696,2019-09-25,COST,Costco Wholesale Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,288.510009765625,297.04998779296875,0.03,299.30999755859375,0.037,294.1099853515625,0.019,290.4200134277344,0.007,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6697,2019-09-25,KO,The Coca-Cola Company,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,54.16999816894531,54.61000061035156,0.008,53.02999877929688,-0.021,55.349998474121094,0.022,38.29999923706055,-0.293,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6698,2019-09-25,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,55.25749969482422,60.89500045776367,0.102,65.44499969482422,0.184,72.44999694824219,0.311,57.31000137329102,0.037,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6699,2019-09-25,WFC,Wells Fargo &amp; Company,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,49.2599983215332,51.099998474121094,0.037,54.27999877929688,0.102,53.91999816894531,0.095,26.5,-0.462,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6700,2019-09-25,DIS,The Walt Disney Company,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,133.08999633789062,130.25999450683594,-0.021,148.2899932861328,0.114,145.75,0.095,85.9800033569336,-0.354,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6701,2019-09-25,VZ,Verizon Communications Inc.,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,60.27000045776367,60.58000183105469,0.005,59.75,-0.009,61.52999877929688,0.021,51.79999923706055,-0.141,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6702,2019-09-25,USB,U.S. Bancorp,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,55.7400016784668,56.31000137329102,0.01,60.04999923706055,0.077,59.72999954223633,0.072,32.56999969482422,-0.416,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6703,2019-09-25,TXN,Texas Instruments Incorporated,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,127.73999786376952,118.41000366210938,-0.073,117.01000213623048,-0.084,128.57000732421878,0.006,97.5999984741211,-0.236,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6704,2019-09-25,JNK,SPDR Bloomberg Barclays High Yield Bond ETF,sale_partial,"$15,001 - $50,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,108.91999816894531,108.75,-0.002,107.91999816894531,-0.009,109.5500030517578,0.006,86.13999938964844,-0.209,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6705,2019-09-25,OXY,Occidental Petroleum Corporation,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,45.33000183105469,42.290000915527344,-0.067,39.58000183105469,-0.127,40.15999984741211,-0.114,10.229999542236328,-0.774,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6706,2019-09-25,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,139.36000061035156,139.94000244140622,0.004,149.58999633789062,0.073,158.9600067138672,0.141,137.35000610351562,-0.014,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6707,2019-09-25,MPC,Marathon Petroleum Corporation,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,60.1500015258789,66.34999847412111,0.103,62.36000061035156,0.037,60.38000106811523,0.004,18.950000762939453,-0.685,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6708,2019-09-25,JNJ,Johnson &amp; Johnson,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,130.99000549316406,127.5,-0.027,138.07000732421878,0.054,145.75,0.113,119.88999938964844,-0.085,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6709,2019-09-25,INTC,Intel Corporation,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,51.02000045776367,52.22999954223633,0.024,57.61000061035156,0.129,60.08000183105469,0.178,45.83000183105469,-0.102,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6710,2019-09-25,GILD,"Gilead Sciences, Inc.",purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,64.19999694824219,66.0,0.028,65.26000213623047,0.017,65.94999694824219,0.027,73.26000213623047,0.141,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6711,2019-09-25,GIS,"General Mills, Inc.",sale_full,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,54.16999816894531,51.11000061035156,-0.056,52.68999862670898,-0.027,53.18999862670898,-0.018,53.36999893188477,-0.015,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6712,2019-09-25,XOM,Exxon Mobil Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,71.3499984741211,69.08999633789061,-0.032,69.37000274658203,-0.028,69.88999938964844,-0.02,32.740001678466804,-0.541,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6713,2019-09-25,CVS,CVS Health Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,62.59000015258789,64.83999633789061,0.036,75.30999755859375,0.203,74.4000015258789,0.189,54.70000076293945,-0.126,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6714,2019-09-25,COST,Costco Wholesale Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,288.510009765625,297.04998779296875,0.03,299.30999755859375,0.037,294.1099853515625,0.019,290.4200134277344,0.007,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6715,2019-09-25,KO,The Coca-Cola Company,purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,54.16999816894531,54.61000061035156,0.008,53.02999877929688,-0.021,55.349998474121094,0.022,38.29999923706055,-0.293,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6716,2019-09-25,BAC,Bank of America Corporation,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,29.25,31.36000061035156,0.072,33.18000030517578,0.134,35.349998474121094,0.209,19.670000076293945,-0.328,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6717,2019-09-25,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,55.25749969482422,60.89500045776367,0.102,65.44499969482422,0.184,72.44999694824219,0.311,57.31000137329102,0.037,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6718,2019-09-25,AMZN,"Amazon.com, Inc.",purchase,"$1,001 - $15,000","Jerry Moran,",1569384000,Kansas,Republican,10,14,24,$6452506,$136996,2.12%,Raised over $100k,1768.3299560546875,1780.780029296875,0.007,1745.719970703125,-0.013,1869.800048828125,0.057,1846.0899658203125,0.044,2984.8701171875,3010.2900390625,0.009,3110.2900390625,0.042,3240.02001953125,0.085,2304.919921875,-0.228
6719,2019-09-30,UNH,UnitedHealth Group Incorporated,sale_full,"$15,001 - $50,000",James M Inhofe,1569816000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,217.32000732421875,252.2899932861328,0.161,280.67001342773443,0.292,292.5,0.346,242.4499969482422,0.116,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6720,2019-09-30,XBI,SPDR S&amp;P Biotech ETF,sale_full,"$15,001 - $50,000",James M Inhofe,1569816000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,76.25,82.22000122070312,0.078,93.41999816894531,0.225,94.68000030517578,0.242,75.95999908447266,-0.004,2976.739990234375,3036.889892578125,0.02,3153.6298828125,0.059,3257.85009765625,0.094,2541.469970703125,-0.146
6721,2019-08-27,TSLA,"Tesla, Inc.",sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1566878400,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,42.816001892089844,48.512001037597656,0.133,65.62599945068361,0.533,66.25800323486328,0.548,180.1999969482422,3.209,2869.159912109375,2977.6201171875,0.038,3022.550048828125,0.053,3153.6298828125,0.099,3337.75,0.163
6722,2019-08-27,CVS,CVS Health Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1566878400,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,59.18999862670898,61.59000015258789,0.041,65.09999847412111,0.1,75.04000091552734,0.268,71.51000213623047,0.208,2869.159912109375,2977.6201171875,0.038,3022.550048828125,0.053,3153.6298828125,0.099,3337.75,0.163
6723,2019-08-27,T,AT&amp;T Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1566878400,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,34.720001220703125,37.38000106811523,0.077,36.90999984741211,0.063,37.65999984741211,0.085,38.54999923706055,0.11,2869.159912109375,2977.6201171875,0.038,3022.550048828125,0.053,3153.6298828125,0.099,3337.75,0.163
6724,2019-08-27,TSLA,"Tesla, Inc.",sale_full,"$15,001 - $50,000",Sheldon Whitehouse,1566878400,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,42.816001892089844,48.512001037597656,0.133,65.62599945068361,0.533,66.25800323486328,0.548,180.1999969482422,3.209,2869.159912109375,2977.6201171875,0.038,3022.550048828125,0.053,3153.6298828125,0.099,3337.75,0.163
6725,2019-09-26,FDX,FedEx Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1569470400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,145.16000366210938,158.08999633789062,0.089,159.5399932861328,0.099,150.13999938964844,0.034,111.76000213623048,-0.23,2977.6201171875,3022.550048828125,0.015,3133.639892578125,0.052,3221.2900390625,0.082,2237.39990234375,-0.249
6726,2019-09-04,CZR,Casars Entertainment Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1567569600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,38.04999923706055,39.310001373291016,0.033,46.06000137329102,0.211,51.88999938964844,0.364,50.18000030517578,0.319,2937.780029296875,2910.6298828125,-0.009,3066.909912109375,0.044,3117.429931640625,0.061,2954.219970703125,0.006
6727,2019-09-05,CZR,Casars Entertainment Corporation,sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1567656000,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,39.04999923706055,39.099998474121094,0.001,46.84000015258789,0.199,53.55500030517578,0.371,45.43000030517578,0.163,2976.0,2952.010009765625,-0.008,3078.27001953125,0.034,3145.909912109375,0.057,3090.22998046875,0.038
6728,2019-09-11,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1568174400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,45.47000122070313,46.22999954223633,0.017,47.75,0.05,49.77999877929688,0.095,52.599998474121094,0.157,3000.929931640625,2938.1298828125,-0.021,3093.080078125,0.031,3168.570068359375,0.056,2972.3701171875,-0.01
6729,2019-09-13,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1568347200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,47.11000061035156,47.11999893188477,0.0,47.97999954223633,0.018,50.63000106811523,0.075,51.709999084472656,0.098,3007.389892578125,2966.14990234375,-0.014,3091.840087890625,0.028,3191.449951171875,0.061,2882.22998046875,-0.042
6734,2019-09-18,ET,Energy Transfer LP,purchase,"$1,001 - $15,000","David A Perdue , Jr",1568779200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,13.5,12.5600004196167,-0.07,11.619999885559082,-0.139,12.920000076293945,-0.043,6.730000019073486,-0.501,3006.72998046875,2997.949951171875,-0.003,3120.4599609375,0.038,3205.3701171875,0.066,2711.02001953125,-0.098
6735,2019-09-18,WES,"Western Midstream Partners, LP",purchase,"$1,001 - $15,000","David A Perdue , Jr",1568779200,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,26.82999992370605,22.96999931335449,-0.144,19.290000915527344,-0.281,19.959999084472656,-0.256,5.800000190734862,-0.784,3006.72998046875,2997.949951171875,-0.003,3120.4599609375,0.038,3205.3701171875,0.066,2711.02001953125,-0.098
6737,2019-09-19,OKE,"ONEOK, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1568865600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,75.08999633789062,69.19999694824219,-0.078,70.79000091552734,-0.057,75.19000244140625,0.001,25.01000022888184,-0.667,3006.7900390625,2986.199951171875,-0.007,3122.030029296875,0.038,3221.219970703125,0.071,2386.1298828125,-0.206
6738,2019-09-19,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000","David A Perdue , Jr",1568865600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,55.2400016784668,59.102500915527344,0.07,66.77500152587889,0.209,69.86000061035156,0.265,60.5525016784668,0.096,3006.7900390625,2986.199951171875,-0.007,3122.030029296875,0.038,3221.219970703125,0.071,2386.1298828125,-0.206
6739,2019-09-19,DCP,"DCP Midstream, LP",purchase,"$1,001 - $15,000","David A Perdue , Jr",1568865600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,27.54999923706055,23.059999465942386,-0.163,22.399999618530273,-0.187,24.57999992370605,-0.108,5.46999979019165,-0.801,3006.7900390625,2986.199951171875,-0.007,3122.030029296875,0.038,3221.219970703125,0.071,2386.1298828125,-0.206
